NAME	LOCATION	STATUS	LATX	LONGX	TYPE
West Eifel Volc Field	Germany	Radiocarbon	50.16666667	6.85	Maars
Chaîne des Puys	France	Radiocarbon	45.775	2.966666667	Lava domes
Olot Volc Field	Spain	Holocene	42.16666667	2.533333333	Pyroclastic cones
Calatrava Volc Field	Spain	Radiocarbon	38.86666667	-4.016666667	Pyroclastic cones
Larderello	Italy	Historical	43.25	10.86666667	Explosion craters
Vulsini	Italy	Historical	42.6	11.93333333	Caldera
Alban Hills	Italy	Holocene?	41.73333333	12.7	Caldera
Campi Flegrei	Italy	Historical	40.82722222	14.13888889	Caldera
Vesuvius	Italy	Historical	40.82138889	14.42611111	Somma volcano
Palinuro	Italy	Radiocarbon	39.48333333	14.83333333	Submarine volcano
Ischia	Italy	Historical	40.73333333	13.8975	Complex volcano
Panarea	Italy	Holocene?	38.63333333	15.06666667	Stratovolcano
Lipari	Italy	Radiocarbon	38.48333333	14.95	Stratovolcanoes
Stromboli	Italy	Historical	38.78944444	15.21305556	Stratovolcano
Vulcano	Italy	Historical	38.40361111	14.96166667	Stratovolcanoes
Etna	Italy	Historical	37.73416667	15.00444444	Stratovolcanoes
Pantelleria	Italy	Historical	36.76666667	12.01666667	Shield volcano
Campi Flegrei Mar Sicilia	Italy	Historical	37.1	12.7	Submarine volcanoes
Methana	Greece	Historical	37.61527778	23.33555556	Lava domes
Mílos	Greece	Radiocarbon	36.69861111	24.43888889	Stratovolcanoes
Santorini	Greece	Historical	36.40361111	25.39638889	Shield volcanoes
Yali	Greece	Holocene	36.67055556	27.13972222	Lava domes
Nisyros	Greece	Historical	36.58555556	27.15972222	Stratovolcano
Kula	Turkey	Holocene	38.58333333	28.51666667	Cinder cones
Karapinar Field	Turkey	Holocene	37.66666667	33.65	Cinder cones
Hasan Dagi	Turkey	Holocene	38.13333333	34.16666667	Stratovolcano
Göllü Dag	Turkey	Holocene?	38.25	34.56666667	Lava dome
Acigöl-Nevsehir	Turkey	Anthropology	38.56666667	34.51666667	Caldera
Karaca Dag	Turkey	Holocene	37.66666667	39.83333333	Shield volcano
Erciyes Dagi	Turkey	Radiocarbon	38.51666667	35.48333333	Stratovolcano
Süphan Dagi	Turkey	Holocene	38.91666667	42.81666667	Stratovolcano
Girekol Tepe	Turkey	Holocene	39.16666667	43.33333333	Shield volcano
Nemrut Dagi	Turkey	Historical	38.65	42.23333333	Stratovolcano
Tendürek Dagi	Turkey	Historical	39.36666667	43.86666667	Shield volcano
Ararat	Turkey	Historical	39.7	44.3	Stratovolcano
Kars Plateau	Turkey	Holocene?	40.75	42.9	Volcanic field
Elbrus	Russia-SW	Tephrochronology	43.33333333	42.45	Stratovolcano
Kasbek	Georgia	Tephrochronology	42.7	44.5	Stratovolcano
Kabargin Oth Group	Georgia	Holocene	42.55	44	Cinder cones
Unnamed	Georgia	Holocene	42.45	44.25	Cinder cones
Unnamed	Georgia	Holocene	41.55	43.6	Lava cones
Aragats	Armenia	Holocene	40.53333333	44.2	Stratovolcano
Ghegam Ridge	Armenia	Anthropology	40.275	44.75	Volcanic field
Dar-Alages	Armenia	Anthropology	39.7	45.54166667	Pyroclastic cones
Porak	Armenia	Anthropology	40.01666667	45.78333333	Stratovolcano
Tskhouk-Karckar	Armenia	Tephrochronology	39.73333333	46.01666667	Pyroclastic cones
Tair, Jebel at	Red Sea	Historical	15.55	41.83333333	Stratovolcano
Zukur	Red Sea	Holocene	14.01666667	42.75	Shield volcano
Hanish	Red Sea	Holocene	13.71666667	42.73333333	Shield volcano
Zubair, Jebel	Red Sea	Historical	15.05	42.18333333	Shield volcano
Jalua	Ethiopia	Holocene	15.04166667	39.81666667	Stratovolcano
Dallol	Ethiopia	Historical	14.24166667	40.3	Explosion craters
Alid	Ethiopia	Holocene	14.88333333	39.91666667	Stratovolcano
Gada Ale	Ethiopia	Holocene	13.975	40.40833333	Stratovolcano
Alu	Ethiopia	Holocene	13.825	40.50833333	Fissure vents
Borale Ale	Ethiopia	Holocene	13.725	40.6	Stratovolcano
Dalaffilla	Ethiopia	Historical	13.79166667	40.55	Stratovolcano
Erta Ale	Ethiopia	Historical	13.6	40.66666667	Shield volcano
Hayli Gubbi	Ethiopia	Holocene	13.5	40.71666667	Shield volcano
Ale Bagu	Ethiopia	Holocene	13.51666667	40.63333333	Stratovolcano
Nabro	Ethiopia	Holocene?	13.36666667	41.7	Stratovolcano
Mallahle	Ethiopia	Holocene?	13.26666667	41.65	Stratovolcano
Sork Ale	Ethiopia	Holocene?	13.18333333	41.725	Stratovolcano
Asavyo	Ethiopia	Holocene	13.06666667	41.6	Shield volcano
Mat Ala	Ethiopia	Holocene	13.1	41.15	Shield volcano
Tat Ali	Ethiopia	Holocene	13.28333333	41.06666667	Shield volcano
Borawli	Ethiopia	Holocene	13.3	40.98333333	Stratovolcano
Dubbi	Ethiopia	Historical	13.58333333	41.80833333	Stratovolcano
Ma Alalta	Ethiopia	Holocene	13.01666667	40.2	Stratovolcano
Alayta	Ethiopia	Historical	12.88333333	40.56666667	Shield volcano
Dabbahu	Ethiopia	Historical	12.6	40.48333333	Stratovolcano
Dabbayra	Ethiopia	Holocene	12.38333333	40.06666667	Shield volcano
Manda Hararo	Ethiopia	Historical	12.16666667	40.81666667	Shield volcanoes
Groppo	Ethiopia	Holocene	11.73333333	40.25	Stratovolcano
Afderà	Ethiopia	Holocene?	13.08333333	40.85	Stratovolcano
Manda Gargori	Ethiopia	Anthropology	11.75	41.48333333	Fissure vents
Borawli	Ethiopia	Holocene	11.63333333	41.45	Lava domes
Manda-Inakir	Ethiopia	Historical	12.38333333	42.2	Fissure vents
Mousa Alli	Ethiopia	Holocene	12.46666667	42.4	Stratovolcano
Gufa	Ethiopia	Holocene	12.55	42.53333333	Volcanic field
Assab Volc Field	Ethiopia	Holocene	12.95	42.43333333	Volcanic field
Ardoukôba	Djibouti	Historical	11.58333333	42.46666667	Fissure vents
Kurub	Ethiopia	Holocene	11.88333333	41.20833333	Shield volcano
Dama Ali	Ethiopia	Historical	11.28333333	41.63333333	Shield volcano
Yangudi	Ethiopia	Holocene	10.58333333	41.04166667	Complex volcano
Gabillema	Ethiopia	Holocene	11.08333333	41.26666667	Stratovolcano
Ayelu	Ethiopia	Holocene	10.08222222	40.70166667	Stratovolcano
Hertali	Ethiopia	Holocene	9.783333333	40.33333333	Fissure vent
Liado Hayk	Ethiopia	Holocene?	9.566666667	40.28333333	Maars
Adwa	Ethiopia	Holocene	10.07	40.84	Stratovolcano
Dofen	Ethiopia	Holocene	9.35	40.13333333	Stratovolcano
Beru	Ethiopia	Holocene	8.95	39.75	Volcanic field
Fentale	Ethiopia	Historical	8.975	39.93333333	Stratovolcano
Kone	Ethiopia	Historical	8.8	39.69166667	Calderas
Unnamed	Ethiopia	Holocene	8.7	39.63333333	Pyroclastic cones
Boset-Bericha	Ethiopia	Holocene	8.558333333	39.475	Stratovolcanoes
Bishoftu Volc Field	Ethiopia	Holocene	8.783333333	38.98333333	Fissure vents
Unnamed	Ethiopia	Holocene	8.616666667	38.95	Fissure vents
Sodore	Ethiopia	Holocene	8.433333333	39.35	Pyroclastic cones
Gedamsa	Ethiopia	Holocene	8.35	39.18333333	Caldera
Bora-Bericcio	Ethiopia	Holocene	8.266666667	39.03333333	Pumice cones
Tullu Moje	Ethiopia	Anthropology	8.158333333	39.13333333	Pumice cone
Unnamed	Ethiopia	Holocene	8.066666667	39.06666667	Fissure vents
East Zway	Ethiopia	Holocene	7.95	38.93333333	Fissure vents
Butajiri-Silti Field	Ethiopia	Holocene	8.05	38.35	Fissure vents
Alutu	Ethiopia	Radiocarbon	7.766666667	38.78333333	Stratovolcano
O'a Caldera	Ethiopia	Holocene	7.466666667	38.58333333	Caldera
Corbetti Caldera	Ethiopia	Holocene	7.183333333	38.43333333	Caldera
Bilate River Field	Ethiopia	Holocene	7.066666667	38.1	Maars
Tepi	Ethiopia	Holocene	7.416666667	35.43333333	Shield volcano
Hobicha Caldera	Ethiopia	Holocene?	6.783333333	37.83333333	Caldera
Chiracha	Ethiopia	Holocene?	6.65	38.11666667	Stratovolcano
Tosa Sucha	Ethiopia	Holocene	5.933333333	37.56666667	Cinder cones
Unnamed	Ethiopia	Holocene	5.65	37.66666667	Cinder cones
Korath Range	Ethiopia	Holocene?	5.1	35.88333333	Tuff cones
Mega Basalt Field	Ethiopia	Holocene	4.083333333	37.41666667	Pyroclastic cones
North Island	Africa-E	Holocene	4.066666667	36.05	Tuff cones
Central Island	Africa-E	Holocene	3.5	36.04166667	Tuff cones
Marsabit	Africa-E	Holocene?	2.316666667	37.96666667	Shield volcano
South Island	Africa-E	Historical	2.633333333	36.6	Stratovolcano
Barrier, The	Africa-E	Historical	2.316666667	36.56666667	Shield volcano
Namarunu	Africa-E	Tephrochronology	1.983333333	36.43333333	Shield volcano
Segererua Plateau	Africa-E	Holocene	1.566666667	37.9	Pyroclastic cones
Emuruangogolak	Africa-E	Radiocarbon	1.5	36.33333333	Shield volcano
Silali	Africa-E	Ar/Ar	1.15	36.23333333	Shield volcano
Paka	Africa-E	Ar/Ar	0.916666667	36.18333333	Shield volcano
Korosi	Africa-E	Holocene	0.766666667	36.11666667	Shield volcano
Ol Kokwe	Africa-E	Holocene	0.616666667	36.075	Shield volcano
Nyambeni Hills	Africa-E	Holocene	0.233333333	37.86666667	Shield volcano
Menengai	Africa-E	Tephrochronology	-0.2	36.06666667	Shield volcano
Elmenteita Badlands	Africa-E	Holocene	-0.516666667	36.26666667	Pyroclastic cones
Homa Mountain	Africa-E	Holocene	-0.383333333	34.5	Complex volcano
Eburru, Ol Doinyo	Africa-E	Holocene	-0.65	36.21666667	Complex volcano
Olkaria	Africa-E	Radiocarbon	-0.904166667	36.29166667	Pumice cones
Longonot	Africa-E	Anthropology	-0.914444444	36.44638889	Stratovolcano
Suswa	Africa-E	Holocene	-1.175	36.35	Shield volcano
Lengai, Ol Doinyo	Africa-E	Historical	-2.763611111	35.91416667	Stratovolcano
Chyulu Hills	Africa-E	Anthropology	-2.683333333	37.88333333	Volcanic field
Kilimanjaro	Africa-E	Holocene	-3.066666667	37.35	Stratovolcano
Igwisi Hills	Africa-E	Holocene	-4.866666667	31.91666667	Tuff cones
Unnamed	Africa-E	Holocene	-8.633333333	33.56666667	Pyroclastic cone
SW Usangu Basin	Africa-E	Holocene	-8.75	33.8	Lava domes
Ngozi	Africa-E	Radiocarbon	-8.966666667	33.56666667	Caldera
Izumbwe-Mpoli	Africa-E	Holocene	-8.933333333	33.4	Pyroclastic cones
Rungwe	Africa-E	Radiocarbon	-9.133333333	33.66666667	Stratovolcano
Meru	Africa-E	Historical	-3.25	36.75	Stratovolcano
Kieyo	Africa-E	Historical	-9.233333333	33.78333333	Stratovolcano
Fort Portal	Africa-C	Radiocarbon	0.7	30.25	Tuff cones
Kyatwa	Africa-C	Holocene?	0.45	30.25	Tuff cones
Katwe-Kikorongo	Africa-C	Holocene	-0.083333333	29.91666667	Tuff cones
Bunyaruguru	Africa-C	Holocene	-0.2	30.08333333	Maars
Katunga	Africa-C	Holocene	-0.471388889	30.19083333	Tuff cone
May-ya-moto	Africa-C	Fumarolic	-0.933333333	29.33333333	Fumarole field
Nyamuragira	Africa-C	Historical	-1.408333333	29.2	Shield volcano
Nyiragongo	Africa-C	Historical	-1.516666667	29.25	Stratovolcano
Karisimbi	Africa-C	Potassium-Argon	-1.5	29.45	Stratovolcano
Visoke	Africa-C	Historical	-1.466666667	29.49166667	Stratovolcano
Muhavura	Africa-C	Holocene	-1.383333333	29.66666667	Stratovolcano
Bufumbira	Africa-C	Holocene?	-1.233333333	29.71666667	Cinder cones
Tshibinda	Africa-C	Holocene	-2.316666667	28.75	Cinder cones
Sao Tome	Africa-W	Holocene?	0.2	6.583333333	Shield volcano
San Carlos	Africa-W	Holocene	3.35	8.516666667	Shield volcano
San Joaquin	Africa-W	Holocene	3.35	8.633333333	Shield volcano
Santa Isabel	Africa-W	Historical	3.583333333	8.75	Shield volcano
Tombel Graben	Africa-W	Holocene	4.75	9.666666667	Cinder cones
Cameroon	Africa-W	Historical	4.203333333	9.17	Stratovolcano
Manengouba	Africa-W	Holocene?	5.033333333	9.833333333	Stratovolcano
Oku Volc Field	Africa-W	Holocene?	6.25	10.5	Stratovolcano
Ngaoundere Plateau	Africa-W	Holocene?	7.25	13.66666667	Volcanic field
Biu Plateau	Africa-W	Holocene?	10.75	12	Volcanic field
Todra Volc Field	Africa-N	Holocene	17.68333333	8.5	Cinder cones
Tin Zaouatene Volc Field	Africa-N	Holocene	19.83333333	2.833333333	Volcanic field
In Ezzane Volc Field	Africa-N	Holocene?	23	10.83333333	Volcanic field
Tahalra Volc Field	Africa-N	Holocene	22.66666667	5	Pyroclastic cones
Atakor Volc Field	Africa-N	Holocene	23.33333333	5.833333333	Scoria cones
Manzaz Volc Field	Africa-N	Holocene	23.91666667	5.833333333	Scoria cones
Haruj	Africa-N	Holocene	27.25	17.5	Volcanic field
Wau-en-Namus	Africa-N	Holocene?	25.05	17.55	Caldera
Tôh, Tarso	Africa-N	Holocene	21.33333333	16.33333333	Volcanic field
Toussidé, Tarso	Africa-N	Holocene	21.03333333	16.45	Stratovolcano
Koussi, Emi	Africa-N	Holocene	19.8	18.53333333	Pyroclastic shield
Voon, Tarso	Africa-N	Fumarolic	20.91666667	17.28333333	Stratovolcano
Marra, Jebel	Africa-N	Radiocarbon	12.95	24.26666667	Volcanic field
Kutum Volc Field	Africa-N	Holocene?	14.56666667	25.85	Scoria cones
Meidob Volc Field	Africa-N	Holocene	15.31666667	26.46666667	Scoria cones
Bayuda Volc Field	Africa-N	Radiocarbon	18.33333333	32.75	Cinder cones
Umm Arafieb, Jebel	Africa-N	Holocene?	18.16666667	33.83333333	Shield volcano
Sharat Kovakab	Syria	Holocene	36.53333333	40.85	Volcanic field
Unnamed	Syria	Historical	36.66666667	37	Volcanic field
Golan Heights	Syria	Holocene	33.1	35.96666667	Volcanic field
Unnamed	Syria	Radiocarbon	33	36.63333333	Volcanic field
Es Safa	Syria	Historical	33.25	37.06666667	Volcanic field
Druze, Jabal ad	Syria	Holocene	32.65833333	36.425	Volcanic field
Harrah, Al	Arabia-W	Holocene	31.08333333	38.41666667	Volcanic field
Rahah, Harrat ar	Arabia-W	Anthropology	27.8	36.16666667	Volcanic field
'Uwayrid, Harrat	Arabia-W	Anthropology	27.08333333	37.25	Volcanic field
Lunayyir, Harrat	Arabia-W	Historical	25.16666667	37.75	Volcanic field
Ithnayn, Harrat	Arabia-W	Holocene	26.58333333	40.2	Volcanic field
Khaybar, Harrat	Arabia-W	Historical	25	39.91666667	Volcanic field
Kishb, Harrat	Arabia-W	Holocene	22.8	41.38333333	Volcanic field
Birk, Harrat al	Arabia-W	Holocene	18.36666667	41.63333333	Volcanic field
Rahat, Harrat	Arabia-W	Historical	23.08333333	39.78333333	Volcanic field
Yar, Jabal	Arabia-W	Historical	17.05	42.83333333	Volcanic field
Arhab, Harra of	Arabia-S	Historical	15.63333333	44.08333333	Volcanic field
Marha, Jabal el-	Arabia-S	Holocene?	15.245	44.23638889	Tuff cone
Haylan, Jabal	Arabia-S	Anthropology	15.43333333	44.78333333	Volcanic field
Dhamar, Harras of	Arabia-S	Historical	14.56666667	44.66666667	Volcanic field
Unnamed	Arabia-S	Uncertain	12.25	45	Submarine volcano
Sawâd, Harra es-	Arabia-S	Historical	13.58333333	46.11666667	Volcanic field
Bal Haf, Harra of	Arabia-S	Holocene	14.05	48.33333333	Volcanic field
Bir Borhut	Arabia-S	Holocene?	15.55	50.63333333	Volcanic field
Unnamed	Iran	Holocene	39.25	45.16666667	Volcanic field
Sahand	Iran	Holocene	37.75	46.43333333	Stratovolcano
Sabalan	Iran	Holocene	38.25	47.91666667	Stratovolcano
Damavand	Iran	Uranium-series	35.95138889	52.10944444	Stratovolcano
Qal'eh Hasan Ali	Iran	Holocene?	29.4	57.56666667	Maars
Bazman	Iran	Fumarolic	28.06666667	60	Stratovolcano
Unnamed	Iran	Holocene?	28.16666667	60.66666667	Volcanic field
Taftan	Iran	Holocene	28.6	61.13333333	Stratovolcano
Dacht-i-Navar Group	Afghanistan	Holocene?	33.95	67.91666667	Lava domes
Vakak Group	Afghanistan	Holocene?	34.25	67.96666667	Volcanic field
Grille, La	Indian O.-W	Holocene	-11.46666667	43.33333333	Shield volcano
Ambre-Bobaomby	Madagascar	Holocene	-12.6	49.15	Volcanic field
Nosy-Be	Madagascar	Holocene	-13.31666667	48.48333333	Cinder cones
Ankaizina Field	Madagascar	Holocene	-14.3	48.66666667	Cinder cones
Itasy Volc Field	Madagascar	Radiocarbon	-19	46.76666667	Scoria cones
Ankaratra Field	Madagascar	Holocene	-19.4	47.2	Cinder cones
Karthala	Indian O.-W	Historical	-11.75	43.38333333	Shield volcano
Fournaise, Piton de la	Indian O.-W	Historical	-21.23083333	55.7125	Shield volcano
Boomerang Seamount	Indian O.-S	Historical	-37.72083333	77.825	Submarine volcano
Amsterdam Island	Indian O.-S	Holocene	-37.83333333	77.51666667	Stratovolcano
St. Paul	Indian O.-S	Historical	-38.71666667	77.53333333	Stratovolcano
McDonald Islands	Indian O.-S	Historical	-53.03333333	72.6	Complex volcano
Heard	Indian O.-S	Historical	-53.10555556	73.5125	Stratovolcano
Kerguelen Islands	Indian O.-S	Holocene?	-49.58333333	69.5	Stratovolcanoes
Est, Ile de l'	Indian O.-S	Holocene?	-46.43333333	52.2	Stratovolcano
Possession, Ile de la	Indian O.-S	Holocene	-46.41666667	51.75	Stratovolcano
Cochons, Ile aux	Indian O.-S	Holocene	-46.1	50.23333333	Stratovolcano
Prince Edward Island	Indian O.	Holocene	-46.63333333	37.95	Shield volcano
Marion Island	Indian O.-S	Historical	-46.9	37.75	Shield volcanoes
Unnamed	Indian O.-E	Uncertain	11.75	80.75	Submarine volcano?
Whangarei	New Zealand	Holocene?	-35.75	174.2666667	Cinder cones
Kaikohe-Bay of Islands	New Zealand	Radiocarbon	-35.3	173.9	Volcanic field
Mayor Island	New Zealand	Radiocarbon	-37.28333333	176.25	Shield volcano
Auckland Field	New Zealand	Radiocarbon	-36.9	174.8666667	Volcanic field
Taranaki [Egmont]	New Zealand	Historical	-39.3	174.0666667	Stratovolcano
White Island	New Zealand	Historical	-37.51666667	177.1833333	Stratovolcanoes
Okataina	New Zealand	Historical	-38.11666667	176.5	Lava domes
Reporoa	New Zealand	Tephrochronology	-38.41666667	176.3333333	Caldera
Maroa	New Zealand	Tephrochronology	-38.41666667	176.0833333	Calderas
Taupo	New Zealand	Radiocarbon	-38.81666667	176	Caldera
Tongariro	New Zealand	Historical	-39.13333333	175.6416667	Stratovolcanoes
Clark	New Zealand	Fumarolic	-36.44638889	177.8388889	Submarine volcano
Tangaroa	New Zealand	Fumarolic	-36.32083333	178.0283333	Submarine volcano
Ruapehu	New Zealand	Historical	-39.28333333	175.5666667	Stratovolcano
Rumble V	New Zealand	Fumarolic	-36.14166667	178.1958333	Submarine volcano
Rumble IV	New Zealand	Fumarolic	-36.13333333	178.05	Submarine volcano
Rumble III	New Zealand	Historical	-35.745	178.4783333	Submarine volcano
Rumble II West	New Zealand	Fumarolic	-35.35333333	178.5266667	Submarine volcano
Healy	New Zealand	Radiocarbon	-35.00361111	178.9725	Submarine volcano
Brothers	New Zealand	Fumarolic	-34.87472222	179.0752778	Submarine volcano
Volcano W	Kermadec Is	Fumarolic	-31.85	-179.1833333	Submarine volcanoes
Curtis Island	Kermadec Is	Uncertain	-30.54222222	-178.5608333	Submarine volcano
Macauley Island	Kermadec Is	Radiocarbon	-30.2	-178.4666667	Caldera
Giggenbach	Kermadec Is	Fumarolic	-30.03583333	-178.7125	Submarine volcano
Raoul Island	Kermadec Is	Historical	-29.26666667	-177.9166667	Stratovolcano
Monowai Seamount	Kermadec Is	Historical	-25.8875	-177.1880556	Submarine volcano
Unnamed	Tonga-SW Pacific	Fumarolic	-24.8	-177.0166667	Submarine volcano
Unnamed	Tonga-SW Pacific	Holocene	-21.15	-175.75	Submarine volcano
Unnamed	Tonga-SW Pacific	Historical	-21.38333333	-175.65	Submarine volcano
Unnamed	Tonga-SW Pacific	Historical	-20.85	-175.5333333	Submarine volcano
Hunga Tonga-Hunga Ha'apai	Tonga-SW Pacific	Historical	-20.56666667	-175.3833333	Submarine volcano
Falcon Island	Tonga-SW Pacific	Historical	-20.31666667	-175.4166667	Submarine volcano
Kao	Tonga-SW Pacific	Holocene	-19.66666667	-175.0333333	Stratovolcano
Tofua	Tonga-SW Pacific	Historical	-19.75	-175.0666667	Caldera
Metis Shoal	Tonga-SW Pacific	Historical	-19.18333333	-174.8666667	Submarine volcano
Home Reef	Tonga-SW Pacific	Historical	-18.99166667	-174.775	Submarine volcano
Unnamed	Tonga-SW Pacific	Historical	-18.32472222	-174.3652778	Submarine volcano
Late	Tonga-SW Pacific	Historical	-18.80555556	-174.65	Stratovolcano
Tafahi	Tonga-SW Pacific	Holocene?	-15.85	-173.7166667	Stratovolcano
Curacoa	Tonga-SW Pacific	Historical	-15.61666667	-173.6666667	Submarine volcano
Fonualei	Tonga-SW Pacific	Historical	-18.01666667	-174.325	Stratovolcano
Niuafo'ou	Tonga-SW Pacific	Historical	-15.6	-175.6333333	Shield volcano
Tafu-Maka	Tonga-SW Pacific	Historical	-15.36666667	-174.2333333	Submarine volcano
West Mata	Tonga-SW Pacific	Historical	-15.1	-173.75	Submarine volcano
Vailulu'u	Samoa-SW Pacific	Historical	-14.215	-169.0583333	Submarine volcano
Ta'u	Samoa-SW Pacific	Holocene	-14.23333333	-169.4541667	Shield volcano
Ofu-Olosega	Samoa-SW Pacific	Historical	-14.175	-169.6183333	Shield volcanoes
Tutuila	Samoa-SW Pacific	Holocene	-14.295	-170.7	Tuff cones
Upolu	Samoa-SW Pacific	Holocene	-13.935	-171.7166667	Shield volcano
Savai'i	Samoa-SW Pacific	Historical	-13.61166667	-172.525	Shield volcano
Wallis Islands	SW Pacific	Holocene	-13.3	-176.1666667	Shield volcanoes
Taveuni	Fiji Is-SW Pacific	Radiocarbon	-16.81666667	-179.9666667	Shield volcano
Koro	Fiji Is-SW Pacific	Holocene?	-17.31666667	179.4	Cinder cones
Nabukelevu	Fiji Is-SW Pacific	Radiocarbon	-19.11666667	177.9833333	Lava domes
St. Andrew Strait	Admiralty Is-SW Pacific	Historical	-2.383333333	147.35	Complex volcano
Baluan	Admiralty Is-SW Pacific	Holocene?	-2.566666667	147.2833333	Stratovolcano
Unnamed	Admiralty Is-SW Pacific	Hydrophonic	-3.033333333	147.7833333	Submarine volcano
Blup Blup	New Guinea-NE of	Holocene	-3.506666667	144.605	Stratovolcano
Kadovar	New Guinea-NE of	Holocene	-3.63	144.6305556	Stratovolcano
Boisa	New Guinea-NE of	Holocene?	-3.994444444	144.9633333	Stratovolcano
Bam	New Guinea-NE of	Historical	-3.6125	144.8183333	Stratovolcano
Manam	New Guinea-NE of	Historical	-4.08	145.0372222	Stratovolcano
Karkar	New Guinea-NE of	Historical	-4.648611111	145.9638889	Stratovolcano
Yomba	New Guinea-NE of	Uncertain	-4.9	146.75	Submarine volcano?
Unnamed	New Guinea-NE of	Uncertain	-4.311111111	146.2555556	Submarine volcano?
Long Island	New Guinea-NE of	Historical	-5.358333333	147.1166667	Complex volcano
Umboi	New Guinea-NE of	Holocene	-5.588888889	147.875	Complex volcano
Ritter Island	New Guinea-NE of	Historical	-5.516666667	148.1208333	Stratovolcano
Sakar	New Guinea-NE of	Holocene?	-5.413888889	148.0944444	Stratovolcano
Unnamed	New Britain-SW Pac	Uncertain	-5.2	148.5666667	Submarine volcano?
Langila	New Britain-SW Pac	Historical	-5.525	148.4166667	Complex volcano
Mundua	New Britain-SW Pac	Holocene	-4.633333333	149.35	Complex volcano
Garove	New Britain-SW Pac	Holocene	-4.691666667	149.5	Stratovolcano
Dakataua	New Britain-SW Pac	Anthropology	-5.055555556	150.1083333	Caldera
Bola	New Britain-SW Pac	Holocene	-5.15	150.0333333	Stratovolcano
Garua Harbour	New Britain-SW Pac	Holocene?	-5.3	150.0666667	Volcanic field
Lolo	New Britain-SW Pac	Holocene?	-5.468055556	150.5069444	Stratovolcano
Garbuna Group	New Britain-SW Pac	Historical	-5.45	150.0333333	Stratovolcanoes
Pago	New Britain-SW Pac	Historical	-5.583333333	150.5166667	Caldera
Sulu Range	New Britain-SW Pac	Fumarolic	-5.5	150.9416667	Stratovolcanoes
Hargy	New Britain-SW Pac	Radiocarbon	-5.333333333	151.1	Stratovolcano
Bamus	New Britain-SW Pac	Anthropology	-5.2	151.2333333	Stratovolcano
Ulawun	New Britain-SW Pac	Historical	-5.05	151.3333333	Stratovolcano
Unnamed	New Britain-SW Pac	Uncertain	-4.75	150.85	Submarine volcano?
Lolobau	New Britain-SW Pac	Historical	-4.916666667	151.1583333	Caldera
Rabaul	New Britain-SW Pac	Historical	-4.270833333	152.2027778	Pyroclastic shield
Tavui	New Britain-SW Pac	Radiocarbon	-4.116666667	152.2	Caldera
Doma Peaks	New Guinea	Holocene?	-5.9	143.15	Stratovolcano
Crater Mountain	New Guinea	Holocene?	-6.583333333	145.0833333	Stratovolcano
Yelia	New Guinea	Holocene?	-7.05	145.8583333	Stratovolcano
Koranga	New Guinea	Holocene	-7.333333333	146.7083333	Maar
Madilogo	New Guinea	Holocene	-9.2	147.5666667	Pyroclastic cone
Hydrographers Range	New Guinea	Holocene	-9	148.3666667	Stratovolcano
Lamington	New Guinea	Historical	-8.95	148.15	Stratovolcano
Managlase Plateau	New Guinea	Anthropology	-9.083333333	148.3333333	Volcanic field
Musa River	New Guinea	Hot Springs	-9.308333333	148.1333333	Hydrothermal field
Sessagara	New Guinea	Holocene	-9.483333333	149.1333333	Pyroclastic cones
Victory	New Guinea	Historical	-9.2	149.0666667	Stratovolcano
Goodenough	D'Entrecasteaux Is	Holocene	-9.483333333	150.35	Volcanic field
Waiowa	New Guinea	Historical	-9.566666667	149.075	Pyroclastic cone
Iamalele	D'Entrecasteaux Is	Holocene	-9.516666667	150.5333333	Lava domes
Dawson Strait Group	D'Entrecasteaux Is	Hydration Rind	-9.616666667	150.8833333	Volcanic field
Lihir	New Ireland-SW Pacific	Holocene	-3.125	152.6416667	Compound volcano
Ambitle	New Ireland-SW Pacific	Radiocarbon	-4.083333333	153.65	Stratovolcano
Tore	Bougainville-SW Pacific	Holocene	-5.833333333	154.9333333	Lava cone
Billy Mitchell	Bougainville-SW Pacific	Radiocarbon	-6.091666667	155.225	Pyroclastic shield
Balbi	Bougainville-SW Pacific	Holocene	-5.916666667	154.9833333	Stratovolcano
Takuan Group	Bougainville-SW Pacific	Holocene	-6.441666667	155.6083333	Compound volcano
Bagana	Bougainville-SW Pacific	Historical	-6.14	155.195	Lava cone
Loloru	Bougainville-SW Pacific	Radiocarbon	-6.516666667	155.6166667	Pyroclastic shield
Kana Keoki	Solomon Is-SW Pacific	Holocene	-8.75	157.0333333	Submarine volcano
Coleman Seamount	Solomon Is-SW Pacific	Holocene	-8.833333333	157.1666667	Submarine volcano
Simbo	Solomon Is-SW Pacific	Anthropology	-8.291666667	156.5166667	Stratovolcanoes
Unnamed	Solomon Is-SW Pacific	Holocene	-8.916666667	158.0333333	Submarine volcanoes
Gallego	Solomon Is-SW Pacific	Holocene?	-9.35	159.7333333	Volcanic field
Kavachi	Solomon Is-SW Pacific	Historical	-9.016666667	157.95	Submarine volcano
Savo	Solomon Is-SW Pacific	Historical	-9.133333333	159.8166667	Stratovolcano
Tinakula	Santa Cruz Is-SW Pacific	Historical	-10.38333333	165.8	Stratovolcano
Motlav	Vanuatu-SW Pacific	Holocene	-13.66666667	167.6666667	Stratovolcano
Suretamatai	Vanuatu-SW Pacific	Historical	-13.8	167.4666667	Complex volcano
